job_title,Coding_experience,programming_languages,IDE,Hosted_notebook,Computing_platform,Cluster
Data Engineer,3-5 years,"['Python', 'SQL']",Visual Studio Code (VSCode),Binder / JupyterHub,A personal computer or laptop,3
Data Engineer,10-20 years,"['Python', 'SQL', 'Javascript', 'Other']",Jupyter (JupyterLab,Code Ocean,A cloud computing platform (AWS,2
Student,< 1 years,"['SQL', 'C', 'C++', 'Java']",Visual Studio Code (VSCode),Unknown,Unknown,0
Statistician,20+ years,['R'],RStudio,Unknown,Unknown,0
Business Analyst,20+ years,"['Python', 'SQL', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,20+ years,"['Python', 'R', 'C', 'C++', 'Java']",RStudio,Kaggle Notebooks,A personal computer or laptop,1
Other,20+ years,"['Python', 'R', 'SQL', 'Java', 'Bash']",RStudio,Unknown,A cloud computing platform (AWS,0
Data Analyst,3-5 years,"['Python', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,1-2 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,Unknown,3
Student,1-2 years,['Other'],Visual Studio,Unknown,A personal computer or laptop,0
Data Scientist,10-20 years,"['Python', 'SQL']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Product/Project Manager,5-10 years,['Javascript'],Unknown,Unknown,A personal computer or laptop,0
Research Scientist,5-10 years,"['Python', 'C', 'Java']",PyCharm,Unknown,Unknown,0
Student,< 1 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Google Cloud AI Platform Notebooks,A personal computer or laptop,3
Software Engineer,5-10 years,['Java'],Other,Unknown,A personal computer or laptop,0
Software Engineer,5-10 years,"['Python', 'Javascript']",Visual Studio Code (VSCode),Kaggle Notebooks,A personal computer or laptop,1
Machine Learning Engineer,3-5 years,"['Python', 'C++']",Visual Studio Code (VSCode),Colab Notebooks,A personal computer or laptop,3
Currently not employed,10-20 years,['Python'],Jupyter (JupyterLab,IBM Watson Studio,A cloud computing platform (AWS,2
Software Engineer,5-10 years,"['Python', 'SQL', 'Bash']",PyCharm,Azure Notebooks,A cloud computing platform (AWS,2
Currently not employed,5-10 years,"['SQL', 'Bash', 'Other']",Sublime Text,Unknown,A personal computer or laptop,0
Product/Project Manager,5-10 years,"['C', 'Java', 'Javascript']",Unknown,Unknown,Unknown,0
Data Scientist,1-2 years,"['Python', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,3-5 years,"['Python', 'R']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Google Cloud AI Platform Notebooks,A personal computer or laptop,3
Software Engineer,5-10 years,"['SQL', 'Java', 'Bash']",Visual Studio,Unknown,A personal computer or laptop,0
Student,< 1 years,['Python'],Jupyter (JupyterLab,Unknown,Unknown,0
Data Analyst,1-2 years,['Python'],Visual Studio,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'R', 'SQL', 'Java']",Jupyter (JupyterLab,Unknown,Unknown,0
Student,3-5 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,3-5 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Google Cloud Datalab Notebooks,A cloud computing platform (AWS,2
Statistician,< 1 years,"['Python', 'R']",RStudio,Unknown,A personal computer or laptop,0
Currently not employed,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,< 1 years,"['Python', 'MATLAB']",PyCharm,Unknown,A personal computer or laptop,0
Software Engineer,10-20 years,"['Python', 'SQL', 'C', 'C++', 'Javascript', 'Bash']",Jupyter (JupyterLab,Google Cloud Datalab Notebooks,A personal computer or laptop,3
Machine Learning Engineer,< 1 years,"['Python', 'C++']",PyCharm,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'Javascript']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Scientist,1-2 years,"['Python', 'R']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Currently not employed,10-20 years,"['SQL', 'Java', 'Other']",Unknown,Unknown,A personal computer or laptop,0
Product/Project Manager,20+ years,"['Python', 'SQL', 'C', 'Bash', 'Other']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,1-2 years,"['Python', 'R', 'SQL', 'Java']",Jupyter (JupyterLab,Binder / JupyterHub,Unknown,3
Student,3-5 years,"['Python', 'R', 'SQL', 'Java', 'Javascript', 'Bash']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Statistician,1-2 years,"['Python', 'R', 'C']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Data Scientist,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
DBA/Database Engineer,1-2 years,['SQL'],Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'R', 'SQL', 'C', 'C++', 'Java', 'Javascript']",Jupyter (JupyterLab,Unknown,Unknown,0
Machine Learning Engineer,1-2 years,"['Python', 'C++']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,3-5 years,"['R', 'SQL', 'Bash']",RStudio,Unknown,A personal computer or laptop,0
Data Engineer,3-5 years,"['Python', 'Java', 'Other']",Jupyter (JupyterLab,Unknown,Unknown,0
Data Engineer,3-5 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,5-10 years,"['Python', 'C']",Visual Studio,Unknown,A personal computer or laptop,0
Statistician,< 1 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Currently not employed,5-10 years,"['Python', 'R', 'SQL', 'Java', 'MATLAB']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Machine Learning Engineer,1-2 years,['Python'],Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Student,1-2 years,['Python'],Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Student,3-5 years,"['Python', 'R']",RStudio,Unknown,A personal computer or laptop,0
Data Analyst,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,10-20 years,"['Python', 'SQL', 'Javascript']",Jupyter (JupyterLab,Unknown,A cloud computing platform (AWS,2
Product/Project Manager,3-5 years,"['Python', 'C']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'C']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Analyst,< 1 years,['SQL'],Vim / Emacs,Unknown,Unknown,0
Research Scientist,3-5 years,"['Python', 'C', 'C++', 'Julia']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'C', 'Java']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Scientist,1-2 years,"['Python', 'SQL']",Spyder,Unknown,A personal computer or laptop,0
Statistician,10-20 years,"['Python', 'R']",Jupyter (JupyterLab,Azure Notebooks,A personal computer or laptop,3
Data Scientist,10-20 years,['Python'],Notepad++,Unknown,A personal computer or laptop,0
Data Scientist,1-2 years,"['Python', 'SQL']",Spyder,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Azure Notebooks,A personal computer or laptop,3
Software Engineer,1-2 years,"['Python', 'SQL', 'Java', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,5-10 years,"['Python', 'C++']",Jupyter (JupyterLab,Unknown,A deep learning workstation (NVIDIA GTX,0
Student,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,5-10 years,"['Python', 'SQL', 'C', 'C++', 'Java', 'Javascript', 'Bash']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Student,5-10 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Currently not employed,10-20 years,"['Python', 'SQL', 'Other']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Other,3-5 years,"['Python', 'Java', 'Swift']",Jupyter (JupyterLab,Google Cloud Datalab Notebooks,A personal computer or laptop,3
Student,< 1 years,"['Python', 'SQL', 'C', 'C++', 'Java', 'Javascript']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,1-2 years,"['SQL', 'Java', 'Javascript']",Visual Studio,Unknown,A personal computer or laptop,0
Statistician,1-2 years,"['Python', 'R', 'C', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,20+ years,"['Python', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,Other,2
Student,1-2 years,"['Python', 'SQL', 'C']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Product/Project Manager,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,3-5 years,"['Python', 'C++', 'Swift']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,1-2 years,"['Python', 'R', 'C', 'C++']",Visual Studio Code (VSCode),Paperspace / Gradient,A personal computer or laptop,3
Student,< 1 years,['Python'],RStudio,Colab Notebooks,A personal computer or laptop,3
Machine Learning Engineer,3-5 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,5-10 years,"['Python', 'R', 'SQL', 'C', 'Java', 'Javascript', 'Bash', 'MATLAB', 'Other']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,3-5 years,"['Python', 'SQL', 'C', 'Javascript']",Visual Studio Code (VSCode),Azure Notebooks,A personal computer or laptop,3
Currently not employed,1-2 years,['Javascript'],Unknown,Unknown,Unknown,0
Student,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,20+ years,"['SQL', 'Other']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Analyst,20+ years,"['Python', 'R', 'SQL', 'C', 'C++', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Product/Project Manager,1-2 years,['SQL'],RStudio,Unknown,Unknown,0
Research Scientist,10-20 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,5-10 years,"['Python', 'R', 'SQL', 'C', 'C++', 'Java', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['Python', 'R']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,< 1 years,['Python'],PyCharm,Kaggle Notebooks,A personal computer or laptop,1
Product/Project Manager,< 1 years,"['Python', 'SQL', 'Javascript']",Visual Studio,Colab Notebooks,A personal computer or laptop,3
Student,3-5 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,20+ years,"['Python', 'R', 'SQL', 'C', 'C++', 'Javascript', 'MATLAB']",Visual Studio,Azure Notebooks,A cloud computing platform (AWS,2
Student,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,10-20 years,"['SQL', 'Other']",Other,Other,A personal computer or laptop,3
Machine Learning Engineer,3-5 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Research Scientist,5-10 years,"['Python', 'MATLAB']",Spyder,Unknown,A deep learning workstation (NVIDIA GTX,0
Student,< 1 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,1-2 years,"['Python', 'C']",Visual Studio Code (VSCode),Unknown,Unknown,0
Student,3-5 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Software Engineer,20+ years,"['Python', 'SQL', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Data Scientist,< 1 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Product/Project Manager,10-20 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,5-10 years,"['R', 'Other']",RStudio,Unknown,A personal computer or laptop,0
Data Engineer,10-20 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Student,10-20 years,"['Python', 'C', 'C++', 'Bash', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,1-2 years,"['Python', 'Other']",Sublime Text,Kaggle Notebooks,A personal computer or laptop,1
Research Scientist,5-10 years,"['Python', 'R', 'SQL', 'C', 'C++', 'Java', 'MATLAB']",Jupyter (JupyterLab,Azure Notebooks,A personal computer or laptop,3
Software Engineer,20+ years,"['Python', 'R', 'C++']",RStudio,Unknown,A personal computer or laptop,0
Machine Learning Engineer,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,3-5 years,"['Python', 'SQL', 'Java', 'Javascript', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,5-10 years,"['Python', 'C++', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Business Analyst,< 1 years,"['Python', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,Other,1
Business Analyst,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,5-10 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Other,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Analyst,3-5 years,"['Python', 'R', 'SQL', 'MATLAB']",RStudio,Colab Notebooks,A cloud computing platform (AWS,2
Currently not employed,< 1 years,['Python'],Visual Studio Code (VSCode),Kaggle Notebooks,A cloud computing platform (AWS,2
Data Engineer,10-20 years,"['Python', 'R', 'SQL', 'Java', 'Javascript', 'Bash']",RStudio,Unknown,A personal computer or laptop,0
Currently not employed,5-10 years,"['Python', 'R']",Sublime Text,Unknown,A personal computer or laptop,0
Research Scientist,10-20 years,"['R', 'SQL', 'C', 'C++', 'Java', 'Javascript', 'MATLAB', 'Other']",RStudio,Google Cloud AI Platform Notebooks,A personal computer or laptop,3
Other,10-20 years,['MATLAB'],MATLAB,Unknown,A cloud computing platform (AWS,2
Data Analyst,1-2 years,['SQL'],Notepad++,Unknown,A personal computer or laptop,0
Student,3-5 years,"['Python', 'R', 'C', 'C++']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Research Scientist,5-10 years,"['Python', 'C++']",PyCharm,Colab Notebooks,A cloud computing platform (AWS,2
Currently not employed,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Student,3-5 years,"['Python', 'C++']",Visual Studio Code (VSCode),Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,< 1 years,"['Python', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Other,1-2 years,['Python'],PyCharm,Google Cloud AI Platform Notebooks,A deep learning workstation (NVIDIA GTX,3
Data Analyst,< 1 years,['Python'],PyCharm,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,5-10 years,"['Python', 'SQL', 'Bash', 'Other']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,< 1 years,"['Python', 'SQL', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,5-10 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A deep learning workstation (NVIDIA GTX,2
Machine Learning Engineer,5-10 years,"['Python', 'C++']",PyCharm,Kaggle Notebooks,A deep learning workstation (NVIDIA GTX,2
Data Scientist,3-5 years,"['R', 'SQL']",RStudio,Unknown,A personal computer or laptop,0
Software Engineer,10-20 years,"['Python', 'SQL', 'Java', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,10-20 years,"['Python', 'Julia', 'Bash']",Jupyter (JupyterLab,Unknown,Other,0
Software Engineer,10-20 years,"['Python', 'SQL', 'Javascript', 'Bash']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Scientist,1-2 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,1-2 years,"['Python', 'SQL', 'C++']",Jupyter (JupyterLab,Google Cloud AI Platform Notebooks,A personal computer or laptop,3
Student,5-10 years,"['Python', 'C', 'C++', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['Python', 'C', 'Javascript']",PyCharm,Unknown,A personal computer or laptop,0
Software Engineer,10-20 years,"['Python', 'SQL', 'Java', 'Javascript', 'Bash']",PyCharm,Unknown,A personal computer or laptop,0
Statistician,20+ years,"['Python', 'R']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,3-5 years,"['Python', 'R']",RStudio,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'SQL', 'C++']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Research Scientist,5-10 years,"['Python', 'R']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,1-2 years,"['Python', 'SQL']",Other,Colab Notebooks,A personal computer or laptop,3
Student,< 1 years,['Python'],Visual Studio Code (VSCode),Binder / JupyterHub,A cloud computing platform (AWS,2
Data Analyst,< 1 years,"['Python', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,5-10 years,['Python'],PyCharm,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'R', 'SQL', 'C', 'C++', 'Java', 'Javascript', 'Swift', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['Python', 'MATLAB']",Spyder,Binder / JupyterHub,Unknown,3
Business Analyst,5-10 years,"['Python', 'R', 'SQL', 'C', 'Javascript']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,< 1 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Product/Project Manager,5-10 years,"['Python', 'Other']",Visual Studio,Unknown,A personal computer or laptop,0
Data Scientist,< 1 years,['Python'],Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Student,< 1 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Student,< 1 years,"['Java', 'Javascript']",Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Data Scientist,5-10 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A deep learning workstation (NVIDIA GTX,0
Data Analyst,1-2 years,"['Python', 'SQL']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Research Scientist,5-10 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Machine Learning Engineer,3-5 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'C']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Scientist,10-20 years,"['Python', 'SQL', 'Javascript', 'Bash']",Jupyter (JupyterLab,Amazon Sagemaker Studio,A cloud computing platform (AWS,2
Data Analyst,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,< 1 years,"['SQL', 'C', 'C++', 'MATLAB']",Jupyter (JupyterLab,Unknown,Unknown,0
Data Scientist,3-5 years,"['C', 'C++']",Visual Studio Code (VSCode),Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,3-5 years,"['Python', 'SQL', 'C', 'C++', 'Java', 'Javascript']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Scientist,3-5 years,"['Python', 'C', 'C++']",Visual Studio,Colab Notebooks,A personal computer or laptop,3
Student,1-2 years,"['Python', 'C', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Research Scientist,5-10 years,"['Python', 'Other']",Visual Studio Code (VSCode),Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'SQL', 'C', 'Java']",Other,Unknown,A personal computer or laptop,0
Currently not employed,5-10 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Engineer,1-2 years,"['Python', 'Javascript', 'MATLAB']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Data Analyst,3-5 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,1-2 years,['Python'],PyCharm,Unknown,Unknown,0
Student,< 1 years,"['Python', 'Javascript']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Statistician,1-2 years,"['Python', 'R']",Jupyter (JupyterLab,IBM Watson Studio,A personal computer or laptop,3
Research Scientist,3-5 years,"['Python', 'C++']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,5-10 years,"['SQL', 'Java', 'Javascript', 'Other']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Analyst,10-20 years,"['Python', 'SQL']",Spyder,Binder / JupyterHub,A personal computer or laptop,3
Currently not employed,< 1 years,"['Python', 'C']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Product/Project Manager,10-20 years,"['Python', 'SQL']",Jupyter (JupyterLab,Amazon Sagemaker Studio,A personal computer or laptop,3
Software Engineer,5-10 years,['SQL'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Business Analyst,< 1 years,"['Python', 'SQL']",RStudio,Google Cloud Datalab Notebooks,A personal computer or laptop,3
Research Scientist,3-5 years,"['Python', 'SQL', 'C++', 'Other']",Jupyter (JupyterLab,Unknown,A deep learning workstation (NVIDIA GTX,0
Other,< 1 years,['Python'],Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,< 1 years,"['Python', 'R']",Jupyter (JupyterLab,Colab Notebooks,A cloud computing platform (AWS,2
Student,1-2 years,"['Python', 'R', 'SQL', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Other,3-5 years,"['Python', 'C++', 'Javascript', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,3-5 years,"['SQL', 'C++', 'Java', 'Javascript']",Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Software Engineer,10-20 years,"['Python', 'SQL', 'Javascript', 'Swift', 'Other']",Notepad++,Code Ocean,A personal computer or laptop,3
Data Scientist,5-10 years,"['Python', 'C++', 'Other']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Software Engineer,3-5 years,"['SQL', 'Java', 'Javascript']",Visual Studio Code (VSCode),Google Cloud AI Platform Notebooks,A personal computer or laptop,3
Data Scientist,3-5 years,"['Python', 'SQL']",Visual Studio Code (VSCode),Colab Notebooks,A personal computer or laptop,3
Student,< 1 years,"['Python', 'Java', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'MATLAB']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
Currently not employed,1-2 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Analyst,1-2 years,['R'],RStudio,Unknown,A cloud computing platform (AWS,0
Data Scientist,10-20 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Product/Project Manager,5-10 years,"['Python', 'SQL', 'C', 'Java', 'Javascript', 'Other']",Jupyter (JupyterLab,Amazon Sagemaker Studio,A cloud computing platform (AWS,2
Research Scientist,20+ years,"['Python', 'R', 'SQL', 'Javascript', 'Bash']",Jupyter (JupyterLab,Binder / JupyterHub,A personal computer or laptop,3
Student,< 1 years,"['Python', 'SQL']",Spyder,Colab Notebooks,A personal computer or laptop,3
Student,< 1 years,"['Python', 'C', 'C++']",Other,Unknown,A personal computer or laptop,0
Business Analyst,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,3-5 years,"['Python', 'R', 'SQL']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,3-5 years,['Javascript'],Visual Studio Code (VSCode),Unknown,A personal computer or laptop,0
Data Scientist,3-5 years,"['Python', 'SQL', 'C++', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Software Engineer,20+ years,"['Python', 'R', 'SQL', 'C', 'C++', 'Java', 'Javascript', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Currently not employed,5-10 years,"['Python', 'C', 'C++', 'Java']",RStudio,Unknown,A personal computer or laptop,0
Software Engineer,20+ years,"['Python', 'SQL', 'C', 'C++', 'Javascript', 'Other']",Visual Studio,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'R']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Analyst,3-5 years,"['Python', 'R']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Currently not employed,< 1 years,['Python'],Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Student,1-2 years,"['Python', 'C']",Jupyter (JupyterLab,Colab Notebooks,A personal computer or laptop,3
Data Scientist,1-2 years,"['Python', 'R']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Student,1-2 years,"['Python', 'C', 'Java']",Jupyter (JupyterLab,Kaggle Notebooks,A personal computer or laptop,1
Data Scientist,5-10 years,['Python'],Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Data Scientist,3-5 years,"['Python', 'SQL']",Jupyter (JupyterLab,IBM Watson Studio,A cloud computing platform (AWS,2
Data Scientist,3-5 years,"['Python', 'SQL']",Visual Studio Code (VSCode),Binder / JupyterHub,A personal computer or laptop,3
Other,20+ years,"['Python', 'SQL']",Jupyter (JupyterLab,Azure Notebooks,A personal computer or laptop,3
Business Analyst,20+ years,"['Python', 'R', 'SQL', 'Other']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Software Engineer,10-20 years,"['R', 'SQL', 'Javascript', 'Other']",RStudio,Binder / JupyterHub,A personal computer or laptop,3
Student,< 1 years,"['Python', 'Other']",Jupyter (JupyterLab,Unknown,A personal computer or laptop,0
Currently not employed,3-5 years,"['Python', 'SQL', 'MATLAB', 'Other']",Jupyter (JupyterLab,Kaggle Notebooks,A cloud computing platform (AWS,2
